,
Flybase,H2 
FBgn0051391,0.38259
FBgn0037616,0.35132
FBgn0032492,0.43731
FBgn0038377,0.40472
FBgn0032424,0.49683
FBgn0034957,0.67304
FBgn0051882,0.43775
FBgn0038373,0.43948
FBgn0050378,0.45305
FBgn0029705,0.41757
FBgn0033461,0.42901
---,0.50785
FBgn0040694,0.42113
FBgn0038458,0.44222
FBgn0038122,0.50183
FBgn0037483,0.45597
FBgn0031130,0.42778
FBgn0030691,0.46358
FBgn0032268,0.46126
FBgn0039421,0.49847
FBgn0052655,0.35466
---,0.37821
FBgn0051099,0.52674
FBgn0035730,0.50401
FBgn0033442,0.35716
FBgn0034826,0.53258
FBgn0031101,0.42647
FBgn0050356,0.43855
FBgn0050058,0.51535
FBgn0036905,0.40503
FBgn0036925,0.44623
---,0.43988
FBgn0034827,0.45815
FBgn0033364,0.41599
FBgn0051128,0.47736
FBgn0039398,0.40424
FBgn0030952,0.4854
FBgn0040291,0.41697
FBgn0037310,0.487
FBgn0052061,0.4296
FBgn0050222,0.39695
FBgn0034133,0.44269
FBgn0038445,0.5292
FBgn0039071,0.38574
FBgn0031163,0.35458
FBgn0029963,0.40063
FBgn0034592,0.43616
FBgn0035143,0.42839
FBgn0036093,0.50347
FBgn0038078,0.36301
FBgn0034173,0.45866
---,0.41426
FBgn0032677,0.45106
FBgn0031103,0.334
FBgn0011244,0.39211
FBgn0036082,0.35495
FBgn0038097,0.41039
FBgn0046873,0.46558
FBgn0037283,0.39778
FBgn0051482,0.34055
FBgn0037995,0.49703
FBgn0052299,0.39301
FBgn0036085,0.41757
FBgn0032520,0.45309
FBgn0050278,0.45344
FBgn0034595,0.36868
FBgn0035709,0.4901
FBgn0052181,0.43151
FBgn0037147,0.46384
FBgn0051816,0.37821
FBgn0035007,0.49723
FBgn0039498,0.40864
FBgn0051204,0.50491
FBgn0030697,0.3369
FBgn0035161,0.37356
FBgn0027659,0.43903
FBgn0052588,0.39165
FBgn0033168,0.41208
FBgn0039041,0.37526
FBgn0035014,0.45027
FBgn0032370,0.39941
FBgn0030614,0.42639
FBgn0028838,0.41858
FBgn0015008,0.54826
FBgn0052026,0.41925
FBgn0051459,0.41593
FBgn0038685,0.42025
FBgn0035776,0.4184
FBgn0033323,0.5039
FBgn0028848,0.60113
FBgn0030319,0.38056
FBgn0042710,0.36493
FBgn0053191,0.42041
FBgn0038008,0.49597
FBgn0052548,0.38202
FBgn0028868,0.43485
FBgn0029949,0.49067
FBgn0050366,0.42584
FBgn0052141,0.4625
FBgn0034825,0.5292
FBgn0032268,0.49716
FBgn0032061,0.58629
FBgn0027540,0.44257
FBgn0030933,0.55497
FBgn0046793,0.4071
FBgn0050362,0.38294
FBgn0039331,0.4691
FBgn0030770,0.42993
FBgn0037169,0.36325
FBgn0040706,0.44478
FBgn0038706,0.41747
FBgn0033248,0.53468
FBgn0038709,0.56364
FBgn0029730,0.39936
FBgn0034844,0.37444
FBgn0034566,0.40269
FBgn0038266,0.42057
FBgn0029940,0.41208
FBgn0031127,0.37535
FBgn0039246,0.49998
FBgn0051050,0.36915
FBgn0037059,0.47316
FBgn0032448,0.47172
FBgn0051525,0.41207
FBgn0036156,0.56676
FBgn0031853,0.5087
FBgn0032471,0.40912
---,0.42937
FBgn0038694,0.33407
FBgn0031332,0.5537
FBgn0031108,0.42449
FBgn0038423,0.39375
FBgn0034483,0.48148
FBgn0011206,0.43893
FBgn0047338,0.35916
FBgn0030280,0.33587
FBgn0033238,0.46635
FBgn0034745,0.55875
FBgn0034824,0.54718
FBgn0035823,0.37727
FBgn0037455,0.41695
FBgn0033896,0.40327
FBgn0030429,0.51617
FBgn0038357,0.56068
FBgn0036941,0.4355
FBgn0033344,0.50957
FBgn0051542,0.47201
FBgn0032371,0.34681
FBgn0030296,0.48715
FBgn0034478,0.40587
FBgn0038656,0.4535
FBgn0033705,0.50579
FBgn0029658,0.44724
FBgn0036125,0.44112
FBgn0031343,0.47918
FBgn0031085,0.4037
FBgn0036218,0.58855
FBgn0029812,0.48989
FBgn0037040,0.60655
FBgn0030721,0.53577
FBgn0036924,0.4151
FBgn0051835,0.51569
FBgn0053060,0.4346
FBgn0032894,0.43145
FBgn0030951,0.48113
FBgn0037988,0.41093
FBgn0031407,0.43364
FBgn0039576,0.46224
FBgn0052081,0.44699
FBgn0053092,0.49012
FBgn0028902,0.47299
FBgn0035196,0.37097
FBgn0033190,0.5425
FBgn0051010,0.38287
FBgn0040368,0.50212
FBgn0037860,0.4403
FBgn0038361,0.58221
FBgn0029722,0.3962
FBgn0052440,0.50985
FBgn0051007,0.43733
FBgn0052238,0.51385
FBgn0045806,0.30756
FBgn0034105,0.48152
FBgn0038127,0.40337
FBgn0032968,0.52728
FBgn0032530,0.40411
FBgn0051363,0.5296
FBgn0035008,0.50012
FBgn0033322,0.41077
FBgn0050293,0.60278
FBgn0028901,0.43571
FBgn0035567,0.49989
FBgn0038345,0.4574
FBgn0037500,0.39806
FBgn0032424,0.5229
FBgn0032626,0.5376
FBgn0052461,0.46572
FBgn0034882,0.46959
FBgn0036217,0.4948
FBgn0015831,0.47532
FBgn0051501,0.46473
FBgn0038960,0.54476
FBgn0034374,0.55669
---,0.42766
FBgn0051029,0.4126
FBgn0052436,0.46683
FBgn0030846,0.43928
FBgn0037962,0.42223
FBgn0039788,0.49483
FBgn0034459,0.55255
FBgn0037939,0.35018
FBgn0034840,0.3748
FBgn0000408,0.322
FBgn0035009,0.52997
FBgn0034907,0.38378
FBgn0039752,0.45618
FBgn0032065,0.42971
FBgn0034546,0.58003
FBgn0038655,0.39812
FBgn0036421,0.42617
FBgn0036687,0.40113
FBgn0031128,0.39019
FBgn0038565,0.57312
---,0.38062
FBgn0033498,0.51971
FBgn0050324,0.39722
FBgn0039127,0.47041
FBgn0028513,0.44885
FBgn0036031,0.62322
---,0.39805
FBgn0038607,0.55397
FBgn0032376,0.37501
FBgn0029154,0.49869
FBgn0037857,0.44397
FBgn0033818,0.39858
FBgn0037064,0.44934
FBgn0032525,0.46178
FBgn0031858,0.42212
FBgn0036346,0.6062
FBgn0052141,0.43894
FBgn0035855,0.53113
FBgn0051920,0.44084
FBgn0031934,0.46428
FBgn0027376,0.4987
FBgn0036482,0.45167
FBgn0051735,0.50092
FBgn0032072,0.45106
FBgn0027795,0.43212
FBgn0032307,0.50735
FBgn0039503,0.39723
FBgn0040670,0.45916
FBgn0037195,0.43673
FBgn0025616,0.47634
FBgn0038018,0.485
FBgn0040362,0.40611
FBgn0051693,0.58854
---,0.47023
FBgn0052690,0.31562
FBgn0031323,0.42649
FBgn0032648,0.56921
FBgn0031476,0.45628
FBgn0054021,0.47605
FBgn0032269,0.44838
FBgn0031574,0.42049
FBgn0062517,0.57139
FBgn0030015,0.52095
FBgn0032464,0.49397
FBgn0036609,0.43905
FBgn0037172,0.35644
FBgn0030033,0.42229
---,0.39048
FBgn0037226,0.5048
FBgn0052703,0.54209
FBgn0037381,0.38706
FBgn0034601,0.56144
FBgn0038210,0.43214
FBgn0030975,0.45492
FBgn0008649,0.45123
FBgn0033794,0.61729
FBgn0023090,0.40539
FBgn0035568,0.50949
FBgn0036369,0.45366
FBgn0034121,0.52344
FBgn0031720,0.36482
FBgn0037484,0.32334
FBgn0038567,0.56456
FBgn0031155,0.5747
FBgn0031142,0.46627
FBgn0051244,0.4665
FBgn0051921,0.37865
FBgn0026563,0.48366
FBgn0029753,0.47846
FBgn0035638,0.55381
FBgn0035097,0.46278
FBgn0035273,0.62422
FBgn0037626,0.46037
FBgn0051910,0.35404
FBgn0030278,0.45702
FBgn0036338,0.50706
FBgn0051169,0.44522
FBgn0032503,0.47256
FBgn0036706,0.46969
FBgn0037168,0.5276
FBgn0037276,0.58331
FBgn0051627,0.47869
FBgn0029725,0.44109
FBgn0033285,0.32223
FBgn0037463,0.41438
FBgn0050093,0.53807
FBgn0033969,0.64965
FBgn0000274,0.56367
FBgn0050060,0.43827
FBgn0035299,0.44671
FBgn0051909,0.29708
FBgn0045770,0.38847
FBgn0029747,0.54689
FBgn0051286,0.59457
FBgn0030384,0.59309
FBgn0034007,0.48591
FBgn0004175,0.35328
FBgn0035380,0.57226
FBgn0025111,0.39119
FBgn0017556,0.59224
FBgn0031944,0.561
FBgn0029745,0.5737
FBgn0038124,0.4297
FBgn0035871,0.54582
FBgn0028918,0.53242
FBgn0039345,0.36688
FBgn0042198,0.45619
FBgn0011239,0.65005
FBgn0034097,0.35816
FBgn0034144,0.3572
FBgn0063261,0.40945
FBgn0031132,0.42116
FBgn0029945,0.57252
FBgn0031134,0.54185
FBgn0037375,0.43661
FBgn0034205,0.59403
FBgn0033952,0.55638
FBgn0037191,0.65089
FBgn0033279,0.48091
---,0.46869
FBgn0054012,0.51962
FBgn0036159,0.45531
FBgn0051245,0.47902
FBgn0036345,0.36137
FBgn0052462,0.47767
FBgn0035100,0.61521
FBgn0031546,0.49114
FBgn0032636,0.51628
FBgn0036358,0.59592
FBgn0032554,0.52039
FBgn0028560,0.44494
FBgn0034684,0.50662
FBgn0039285,0.59005
FBgn0051858,0.49061
FBgn0051924,0.50209
FBgn0031082,0.54813
FBgn0011239,0.58319
FBgn0030004,0.47295
---,0.59423
FBgn0039347,0.50321
FBgn0032004,0.39886
FBgn0030725,0.55379
FBgn0025378,0.56073
FBgn0052459,0.65255
FBgn0036214,0.51304
FBgn0030290,0.55431
FBgn0069354,0.58785
FBgn0033511,0.46998
FBgn0040816,0.45663
FBgn0037462,0.58427
FBgn0036246,0.39203
---,0.42593
FBgn0033706,0.56401
FBgn0029890,0.53898
FBgn0040365,0.38109
FBgn0031451,0.60275
FBgn0032625,0.50646
FBgn0036328,0.41669
FBgn0050161,0.39094
FBgn0030599,0.46118
FBgn0037170,0.53701
FBgn0034464,0.47043
FBgn0035727,0.43615
---,0.43227
FBgn0051533,0.52327
FBgn0030224,0.45721
FBgn0051801,0.58863
FBgn0040763,0.60777
FBgn0052487,0.48527
FBgn0038630,0.5063
FBgn0038213,0.53646
FBgn0051874,0.51223
FBgn0038921,0.51799
FBgn0037486,0.51478
FBgn0053136,0.46053
FBgn0069938,0.41568
FBgn0036162,0.46108
FBgn0029717,0.46873
FBgn0004173,0.33663
FBgn0053252,0.46645
FBgn0031585,0.38392
FBgn0052988,0.46484
FBgn0035262,0.70356
FBgn0034820,0.42643
---,0.47148
FBgn0032115,0.4021
FBgn0033963,0.46402
FBgn0038217,0.48849
FBgn0061197,0.37193
---,0.49164
FBgn0035800,0.49839
FBgn0052572,0.45014
FBgn0033888,0.44992
FBgn0032755,0.49077
FBgn0030536,0.50052
FBgn0025573,0.51329
FBgn0051639,0.30971
FBgn0033954,0.3698
FBgn0037668,0.46791
FBgn0036731,0.45869
FBgn0032010,0.35984
FBgn0040391,0.50763
FBgn0030462,0.64061
FBgn0050416,0.53192
FBgn0051798,0.6038
FBgn0051025,0.44252
FBgn0039694,0.58727
FBgn0037910,0.44762
FBgn0030525,0.55075
FBgn0036310,0.561
FBgn0052437,0.59132
FBgn0035139,0.51304
FBgn0031786,0.5491
FBgn0036778,0.50616
FBgn0030409,0.49941
FBgn0028561,0.49562
FBgn0029964,0.41797
FBgn0036442,0.54592
FBgn0034863,0.46503
FBgn0034506,0.57206
FBgn0051773,0.47719
FBgn0040345,0.47501
---,0.47364
FBgn0050222,0.4762
FBgn0028884,0.47258
FBgn0031728,0.42706
FBgn0015230,0.50661
FBgn0030722,0.46976
FBgn0039369,0.57318
FBgn0051682,0.63247
FBgn0031861,0.48312
FBgn0052117,0.55041
FBgn0032654,0.45992
FBgn0038208,0.58357
FBgn0036183,0.52559
FBgn0034837,0.56535
FBgn0029777,0.48582
FBgn0039376,0.48511
FBgn0031941,0.48646
FBgn0031905,0.52478
FBgn0035924,0.54401
FBgn0040037,0.56993
FBgn0032519,0.54721
FBgn0038386,0.49367
FBgn0040871,0.41141
FBgn0033499,0.58944
FBgn0053278,0.60924
FBgn0031372,0.53614
FBgn0037826,0.57798
FBgn0033868,0.34508
FBgn0031757,0.61099
FBgn0013300,0.50045
FBgn0035218,0.48966
FBgn0032431,0.62058
FBgn0051601,0.63244
FBgn0034937,0.59796
FBgn0033369,0.55888
---,0.43108
FBgn0035399,0.63489
FBgn0038934,0.54145
FBgn0033174,0.49978
FBgn0031626,0.69277
FBgn0030840,0.56086
FBgn0040648,0.43818
FBgn0050056,0.47768
FBgn0039577,0.55386
FBgn0031139,0.45527
FBgn0038486,0.54114
FBgn0033819,0.6584
---,0.53
FBgn0042711,0.51593
---,0.3597
FBgn0039343,0.58716
FBgn0037512,0.56317
FBgn0052686,0.51229
FBgn0029993,0.47468
---,0.58333
FBgn0039799,0.54215
FBgn0033953,0.35848
FBgn0030359,0.46528
FBgn0028881,0.57601
FBgn0031733,0.579
FBgn0029552,0.38947
FBgn0039395,0.51499
FBgn0035957,0.56767
FBgn0034263,0.46765
FBgn0032117,0.3741
FBgn0034104,0.46371
FBgn0053017,0.59092
FBgn0032110,0.58214
FBgn0032345,0.56258
FBgn0030376,0.58061
FBgn0051818,0.70244
FBgn0020399,0.53762
FBgn0035316,0.57514
FBgn0033278,0.48755
FBgn0032419,0.418
FBgn0052806,0.64756
FBgn0026136,0.58443
FBgn0052106,0.66812
FBgn0038826,0.31397
FBgn0036221,0.43041
FBgn0038158,0.44009
FBgn0003140,0.54711
FBgn0037829,0.53933
FBgn0033861,0.44775
FBgn0053489,0.63564
FBgn0038690,0.50694
FBgn0038276,0.41468
FBgn0040510,0.58934
FBgn0039371,0.40373
FBgn0050462,0.5248
FBgn0037862,0.53321
FBgn0037385,0.58934
FBgn0036652,0.6299
FBgn0031690,0.54422
FBgn0034842,0.60339
FBgn0032768,0.6155
FBgn0034979,0.65414
FBgn0031171,0.68462
FBgn0050275,0.62843
FBgn0031279,0.61021
FBgn0031954,0.49078
FBgn0051361,0.70827
FBgn0034659,0.40184
FBgn0040356,0.50556
FBgn0039177,0.61537
FBgn0046297,0.3142
FBgn0033848,0.5557
FBgn0030823,0.53259
FBgn0031463,0.39535
FBgn0039491,0.64043
FBgn0040280,0.46772
FBgn0034554,0.43214
FBgn0039501,0.5781
FBgn0050487,0.57854
FBgn0034833,0.38952
FBgn0051093,0.44479
FBgn0030207,0.56751
FBgn0034816,0.47049
FBgn0051805,0.49095
---,0.48536
FBgn0036830,0.60532
FBgn0052295,0.59499
FBgn0032771,0.55532
FBgn0034196,0.60936
FBgn0036807,0.66635
FBgn0033031,0.33932
FBgn0052820,0.70173
---,0.63945
FBgn0031347,0.73394
FBgn0051115,0.54822
FBgn0036056,0.45497
FBgn0036496,0.57341
FBgn0051327,0.57942
FBgn0038125,0.50578
FBgn0036784,0.53758
FBgn0050460,0.46753
---,0.66025
FBgn0050357,0.33986
FBgn0038342,0.59403
FBgn0031444,0.50602
FBgn0039819,0.52397
FBgn0032090,0.61369
FBgn0040994,0.3725
FBgn0039235,0.50174
FBgn0031796,0.51001
FBgn0045843,0.45376
FBgn0042131,0.73193
FBgn0040031,0.61613
FBgn0039345,0.49581
---,0.53702
FBgn0039147,0.54146
FBgn0040696,0.61622
---,0.60043
FBgn0036669,0.42914
FBgn0053233,0.50533
FBgn0038598,0.59612
FBgn0037320,0.61935
FBgn0053140,0.55063
FBgn0010258,0.54649
---,0.38114
FBgn0036832,0.57064
FBgn0051281,0.5654
FBgn0002856,0.37512
FBgn0051697,0.60809
FBgn0028850,0.60274
FBgn0037037,0.52019
FBgn0050271,0.59778
FBgn0030551,0.49219
FBgn0028899,0.53754
FBgn0035786,0.61353
FBgn0039504,0.47734
FBgn0033714,0.59157
FBgn0051867,0.52521
FBgn0034175,0.73783
FBgn0058214,0.50742
FBgn0052806,0.72381
FBgn0032039,0.5759
FBgn0036224,0.50818
FBgn0036236,0.54681
FBgn0035569,0.4655
FBgn0050156,0.81174
FBgn0050398,0.63964
FBgn0033863,0.65651
FBgn0002862,0.3294
FBgn0015300,0.53587
FBgn0032122,0.35643
FBgn0039881,0.41694
FBgn0038089,0.54886
FBgn0034477,0.61332
FBgn0032219,0.5888
FBgn0038944,0.52687
FBgn0031504,0.51436
FBgn0050363,0.461
---,0.59239
FBgn0050177,0.56296
FBgn0035003,0.63596
FBgn0037762,0.46954
FBgn0033680,0.59166
FBgn0040092,0.41966
FBgn0031721,0.68203
FBgn0050384,0.63905
FBgn0036465,0.63791
FBgn0011596,0.5915
FBgn0032275,0.41954
FBgn0028567,0.41085
FBgn0034651,0.51639
FBgn0029724,0.54365
FBgn0029729,0.44613
FBgn0034423,0.441
FBgn0052650,0.65857
FBgn0051088,0.52576
FBgn0030578,0.53451
FBgn0052643,0.45892
FBgn0036160,0.59715
FBgn0030620,0.64495
FBgn0052263,0.61853
FBgn0035693,0.58349
FBgn0030050,0.57038
FBgn0031986,0.42034
FBgn0032972,0.41136
FBgn0037571,0.47816
FBgn0050072,0.57506
FBgn0034467,0.65952
FBgn0051642,0.49265
FBgn0036499,0.61513
FBgn0037115,0.67161
FBgn0032658,0.49441
FBgn0034904,0.5195
FBgn0037456,0.63621
FBgn0011559,0.42175
FBgn0035938,0.40011
FBgn0037879,0.45851
FBgn0034658,0.64692
FBgn0031164,0.48761
FBgn0033900,0.43513
FBgn0029750,0.66505
FBgn0031785,0.57274
FBgn0030622,0.62803
FBgn0020280,0.46621
FBgn0035657,0.615
FBgn0002855,0.38688
FBgn0031620,0.70237
FBgn0053125,0.56979
FBgn0031388,0.59273
FBgn0052488,0.61825
FBgn0039370,0.47726
FBgn0000358,0.31468
FBgn0050194,0.52363
FBgn0032649,0.46703
FBgn0034800,0.4984
FBgn0032483,0.66162
FBgn0040093,0.444
FBgn0030859,0.46856
FBgn0038957,0.61594
FBgn0039059,0.48725
FBgn0051467,0.46734
FBgn0031026,0.43232
FBgn0051139,0.66685
FBgn0052457,0.40203
FBgn0032372,0.45304
FBgn0032439,0.41527
FBgn0038448,0.51871
FBgn0036708,0.61406
FBgn0032659,0.4337
FBgn0053061,0.54183
FBgn0038775,0.6209
FBgn0030277,0.6025
FBgn0036808,0.60287
FBgn0036751,0.61152
FBgn0032533,0.58371
FBgn0029589,0.42728
FBgn0035426,0.56815
FBgn0034898,0.61833
FBgn0034973,0.44767
---,0.57685
FBgn0035231,0.55316
FBgn0037432,0.5488
FBgn0035047,0.47407
FBgn0028986,0.52573
FBgn0035581,0.55163
FBgn0035971,0.49976
FBgn0042179,0.58058
FBgn0028857,0.71987
FBgn0034687,0.65084
FBgn0002873,0.5873
FBgn0037325,0.57982
FBgn0035799,0.46592
FBgn0031546,0.46887
FBgn0032312,0.59386
FBgn0034206,0.59158
FBgn0039010,0.78731
FBgn0037365,0.67607
---,0.45502
FBgn0038773,0.49101
FBgn0052628,0.58222
FBgn0030764,0.50141
FBgn0031721,0.56516
FBgn0030195,0.47208
FBgn0036329,0.63629
FBgn0039812,0.62097
FBgn0051807,0.54259
FBgn0037004,0.40953
FBgn0040098,0.40872
FBgn0051860,0.51026
FBgn0051933,0.46769
FBgn0039413,0.67506
FBgn0032869,0.66451
FBgn0036325,0.57805
FBgn0034713,0.67809
FBgn0032563,0.67471
FBgn0035217,0.7781
FBgn0037751,0.53524
FBgn0052087,0.57234
FBgn0038887,0.61735
FBgn0032313,0.60622
FBgn0005779,0.53761
FBgn0033042,0.54993
FBgn0033056,0.73995
FBgn0052986,0.44743
FBgn0028941,0.65544
FBgn0051174,0.58603
FBgn0051752,0.36142
FBgn0036882,0.55677
FBgn0002838,0.47732
FBgn0031462,0.62803
FBgn0015574,0.595
FBgn0034671,0.48339
FBgn0040333,0.46322
FBgn0028935,0.48319
FBgn0031613,0.50928
FBgn0025838,0.53247
FBgn0030014,0.49646
FBgn0031331,0.52507
FBgn0032366,0.55546
FBgn0032609,0.60882
FBgn0028900,0.45923
FBgn0036222,0.72973
FBgn0025115,0.5892
FBgn0031345,0.57662
FBgn0039521,0.53481
FBgn0014395,0.60531
FBgn0032522,0.6377
FBgn0038612,0.39532
FBgn0034129,0.72505
FBgn0038186,0.60821
FBgn0039597,0.45769
FBgn0054033,0.43959
FBgn0036763,0.47928
FBgn0029596,0.50059
FBgn0039058,0.5767
FBgn0003145,0.41991
FBgn0027554,0.39762
FBgn0033623,0.56131
FBgn0004172,0.63808
FBgn0050075,0.5545
FBgn0017557,0.48757
FBgn0039855,0.62063
FBgn0050103,0.61189
FBgn0033141,0.68482
FBgn0013301,0.5551
FBgn0052298,0.5057
FBgn0032228,0.41622
FBgn0028987,0.50038
---,0.45546
FBgn0041103,0.4693
FBgn0038691,0.55767
FBgn0036070,0.63939
FBgn0037023,0.44585
FBgn0036497,0.66243
FBgn0039810,0.64436
FBgn0032457,0.6421
FBgn0032868,0.44683
FBgn0050430,0.72893
FBgn0062411,0.57405
FBgn0032447,0.55793
FBgn0032857,0.48875
FBgn0051465,0.46198
FBgn0052262,0.38721
FBgn0035786,0.67247
FBgn0038796,0.66192
FBgn0032590,0.77067
FBgn0034776,0.64429
FBgn0052846,0.6467
FBgn0052601,0.52951
FBgn0040674,0.54941
FBgn0038219,0.55328
FBgn0034532,0.61601
FBgn0050184,0.47894
FBgn0034099,0.70746
FBgn0030104,0.4287
FBgn0040496,0.55118
FBgn0034739,0.47879
FBgn0029809,0.54449
FBgn0037402,0.69128
FBgn0028570,0.5478
FBgn0051960,0.61607
FBgn0031596,0.76987
FBgn0034474,0.39079
FBgn0001217,0.73969
FBgn0029568,0.4686
FBgn0016080,0.41495
FBgn0033834,0.60366
FBgn0052673,0.48036
FBgn0052971,0.62083
---,0.424
FBgn0031617,0.63104
FBgn0020300,0.2833
FBgn0050488,0.50717
---,0.51744
FBgn0040524,0.52473
FBgn0052985,0.42509
FBgn0031364,0.5948
FBgn0028852,0.60767
---,0.43508
FBgn0035069,0.62993
FBgn0024381,0.55871
FBgn0041709,0.49096
FBgn0035857,0.44366
FBgn0038993,0.70451
FBgn0037431,0.44844
FBgn0039129,0.64516
FBgn0039002,0.51322
FBgn0034510,0.5599
FBgn0031337,0.68394
FBgn0052203,0.54814
FBgn0040967,0.46033
FBgn0035584,0.46782
FBgn0039029,0.6459
---,0.48162
FBgn0037994,0.74647
FBgn0033701,0.47401
FBgn0067861,0.71182
FBgn0043799,0.38956
FBgn0040784,0.46643
FBgn0003715,0.66542
FBgn0032127,0.46429
FBgn0051952,0.51049
FBgn0032265,0.52585
FBgn0000504,0.47923
FBgn0033164,0.43291
FBgn0036970,0.50642
FBgn0051851,0.58024
FBgn0028520,0.63455
FBgn0061196,0.68542
FBgn0034161,0.64225
FBgn0028569,0.57897
FBgn0015586,0.52393
---,0.47337
FBgn0052454,0.64912
FBgn0040509,0.65159
FBgn0031758,0.57631
FBgn0052845,0.47619
FBgn0033572,0.64537
FBgn0039727,0.52766
FBgn0014466,0.52237
FBgn0038090,0.63789
FBgn0031045,0.43006
FBgn0033865,0.45176
FBgn0031301,0.59267
FBgn0038558,0.50162
FBgn0052832,0.69287
FBgn0033828,0.49582
FBgn0039374,0.39173
FBgn0036443,0.7039
FBgn0043533,0.43563
FBgn0032966,0.65952
FBgn0029989,0.6282
---,0.54968
FBgn0051703,0.66537
---,0.44579
FBgn0052713,0.71715
FBgn0034459,0.50657
FBgn0039418,0.51239
FBgn0004174,0.66881
FBgn0031755,0.39281
FBgn0034721,0.64701
FBgn0032867,0.7405
FBgn0038311,0.41958
FBgn0034560,0.67842
FBgn0034251,0.62564
FBgn0036568,0.58922
---,0.66528
FBgn0031749,0.56971
FBgn0038915,0.78854
FBgn0037050,0.49697
FBgn0004414,0.56162
FBgn0037742,0.62477
FBgn0004581,0.6605
FBgn0036161,0.6871
FBgn0032175,0.56731
FBgn0004568,0.56519
FBgn0030623,0.61384
FBgn0000094,0.61645
